adv,bottom,cod,doctop,height,non_stroking_color,page_number,size,stroking_color,top,width,x0,x1,y0,y1,len_str,is_mulu,is_biaoti,is_ymyj,text
1.0,533.19,17.0,5574.69,10.5,0.0,7.0,10.5,0.0,522.69,10.5,42.54,53.04,308.81,319.31,7,0,0,2,新就任人员情况
0.892,561.945,18.0,5603.445,10.5,0.0,7.0,10.5,0.0,551.445,9.366,42.54,51.906,280.055,290.555,8,0,0,2,适用 □不适用
0.5,605.52,20.0,5645.52,12.0,0.0,7.0,12.0,0.0,593.52,6.0,71.04,158.04,236.48,248.48,41,0,0,2,2021年2月1日，本公司收到深圳市国资委文件《深圳市国资委关于朱志强任职的通知》
1.0,633.54,21.0,5673.54,12.0,0.0,7.0,12.0,0.0,621.54,12.0,42.54,54.54,208.46,220.46,42,0,0,2,和《深圳市国资委党委关于朱志强同志任职的通知》：朱志强任深圳市资本运营集团有限公司董
1.0,661.5,22.0,5701.5,12.0,0.0,7.0,12.0,0.0,649.5,12.0,42.54,54.54,180.5,192.5,42,0,0,2,事、党委副书记职务。根据公司第一届第二十四次董事会决议，聘任朱志强任深圳市资本运营集
1.0,689.52,23.0,5729.52,12.0,0.0,7.0,12.0,0.0,677.52,12.0,42.54,54.54,152.48,164.48,9,0,0,2,团有限公司总经理。
0.5,731.52,24.0,5771.52,12.0,0.0,7.0,12.0,0.0,719.52,6.0,71.04,164.04,110.48,122.48,40,0,0,2,2021年6月15日，本公司收到深圳市国资委文件《深圳市国资委关于杨剑平任职的通
1.0,759.54,25.0,5799.54,12.0,0.0,7.0,12.0,0.0,747.54,12.0,42.54,54.54,82.46,94.46,28,0,0,2,知》：杨剑平任深圳市资本运营集团有限公司董事、财务总监。
0.5,790.83,26.0,5832.33,10.5,0.0,7.0,10.5,0.0,780.33,5.25,294.96,300.21,51.17,61.67,1,0,0,1,7
0.5,54.51,0.0,5938.01,10.5,0.0,8.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,81.96,1.0,5963.96,12.0,0.0,8.0,12.0,0.0,69.96,12.0,42.54,54.54,760.04,772.04,9,0,1,2,五、公司独立性情况
1.0,126.06,2.0,6008.06,12.0,0.0,8.0,12.0,0.0,114.06,12.0,42.54,54.54,715.94,727.94,42,0,0,2,公司业务独立于股东及其他关联方，公司资产独立、完整，人员、机构、财务独立，公司具有面
1.0,154.08,3.0,6036.08,12.0,0.0,8.0,12.0,0.0,142.08,12.0,42.54,54.54,687.92,699.92,11,0,0,2,向市场自主经营的能力。
1.0,193.98,4.0,6075.98,12.0,0.0,8.0,12.0,0.0,181.98,12.0,42.54,54.54,648.02,660.02,9,0,1,2,六、公司合规性情况
1.0,221.73,5.0,6105.23,10.5,0.0,8.0,10.5,0.0,211.23,10.5,63.54,74.04,620.27,630.77,46,0,0,2,报告期内，本公司不存在违反法律法规、公司章程、信息披露事务管理制度等规定的情况以及债券募集说
1.0,249.75,6.0,6133.25,10.5,0.0,8.0,10.5,0.0,239.25,10.5,42.54,53.04,592.25,602.75,11,0,0,2,明书约定或承诺的情况。
1.0,277.98,7.0,6159.98,12.0,0.0,8.0,12.0,0.0,265.98,12.0,42.54,54.54,564.02,576.02,11,0,1,2,七、公司业务及经营情况
1.0,305.73,8.0,6189.23,10.5,0.0,8.0,10.5,0.0,295.23,10.5,42.54,53.04,536.27,546.77,10,0,1,2,（一） 公司业务情况
1.0,350.04,9.0,6232.04,12.0,0.0,8.0,12.0,0.0,338.04,12.0,69.42,81.42,491.96,503.96,39,0,0,2,公司的经营范围为：投资兴办各类实业（具体项目另行申报），投资业务；投资管理；资
1.0,378.06,10.0,6260.06,12.0,0.0,8.0,12.0,0.0,366.06,12.0,42.54,54.54,463.94,475.94,4,0,0,2,产管理。
1.0,420.06,11.0,6302.06,12.0,0.0,8.0,12.0,0.0,408.06,12.0,69.42,81.42,421.94,433.94,39,0,0,2,公司主要业务有城市建筑规划设计咨询业务、金融证券业务、基金投资业务、股权投资业
1.0,448.08,12.0,6330.08,12.0,0.0,8.0,12.0,0.0,436.08,12.0,42.54,54.54,393.92,405.92,42,0,0,2,务、电子行业新材料制造业务、电力能源业务、企业“孵化器”及相关业务、商品销售业务及新
1.0,476.04,13.0,6358.04,12.0,0.0,8.0,12.0,0.0,464.04,12.0,42.54,54.54,365.96,377.96,42,0,0,2,能源制造业务。其中，城市建筑规划设计咨询业务主要依托于公司控股子公司深圳市建筑科学研
1.0,504.06,14.0,6386.06,12.0,0.0,8.0,12.0,0.0,492.06,12.0,42.54,54.54,337.94,349.94,42,0,0,2,究院股份有限公司；金融证券业务主要依托于公司控股子公司万和证券股份有限公司；产业投资
1.0,532.08,15.0,6414.08,12.0,0.0,8.0,12.0,0.0,520.08,12.0,42.54,54.54,309.92,321.92,42,0,0,2,基金业务主要依托于公司自身及公司下属两家联营企业深圳市远致富海投资管理有限公司和深圳
1.0,560.04,16.0,6442.04,12.0,0.0,8.0,12.0,0.0,548.04,12.0,42.54,54.54,281.96,293.96,42,0,0,2,市远致瑞信股权投资管理有限公司；股权投资业务主要依托于公司自身。此外，公司产业投资基
1.0,588.06,17.0,6470.06,12.0,0.0,8.0,12.0,0.0,576.06,12.0,42.54,54.54,253.94,265.94,42,0,0,2,金业务以及股权投资业务产生的收益不直接通过营业收入体现，而是通过公司投资收益体现。电
1.0,616.08,18.0,6498.08,12.0,0.0,8.0,12.0,0.0,604.08,12.0,42.54,54.54,225.92,237.92,42,0,0,2,子行业新材料制造业务主要依托于深圳市柳鑫实业股份有限公司；电力能源业务主要依托于深圳
1.0,644.04,19.0,6526.04,12.0,0.0,8.0,12.0,0.0,632.04,12.0,42.54,54.54,197.96,209.96,42,0,0,2,市能源集团有限公司；企业“孵化器”及相关业务主要依托于中国科技开发院有限公司；商品销
1.0,672.06,20.0,6554.06,12.0,0.0,8.0,12.0,0.0,660.06,12.0,42.54,54.54,169.94,181.94,42,0,0,2,售业务主要依托于深圳远致富海六号投资企业（有限合伙）；新能源制造业务主要依托于深圳市
1.0,700.08,21.0,6582.08,12.0,0.0,8.0,12.0,0.0,688.08,12.0,42.54,54.54,141.92,153.92,13,0,0,2,科陆电子科技股份有限公司。
0.5,742.08,22.0,6624.08,12.0,0.0,8.0,12.0,0.0,730.08,6.0,69.54,75.54,99.92,111.92,14,0,0,2,1、城市建筑规划设计咨询板块
0.5,790.83,23.0,6674.33,10.5,0.0,8.0,10.5,0.0,780.33,5.25,294.96,300.21,51.17,61.67,1,0,0,1,8
0.5,54.51,0.0,6780.01,10.5,0.0,9.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,84.06,1.0,6808.06,12.0,0.0,9.0,12.0,0.0,72.06,12.0,70.56,82.56,757.94,769.94,39,0,0,2,公司城市建筑规划设计咨询板块的收入主要来源于公司控股子公司深圳市建筑科学研究院
1.0,112.08,2.0,6836.08,12.0,0.0,9.0,12.0,0.0,100.08,12.0,42.54,54.54,729.92,741.92,42,0,0,2,股份有限公司（以下简称“深圳建科院”）。深圳建科院的主营业务包括建筑设计、绿色建筑咨
1.0,140.04,3.0,6864.04,12.0,0.0,9.0,12.0,0.0,128.04,12.0,42.54,54.54,701.96,713.96,44,0,0,2,询、生态城市规划、公信服务等业务。另外，建科院正在积极尝试创新发展绿色综合运营（DOT）
0.5,168.06,4.0,6892.06,12.0,0.0,9.0,12.0,0.0,156.06,6.0,42.54,234.54,673.94,685.94,45,0,0,2,模式，以及培育绿色人居环境B2C技术服务（HOME+）等新产品。深圳建科院以面向绿色建筑和
1.0,196.08,5.0,6920.08,12.0,0.0,9.0,12.0,0.0,184.08,12.0,42.54,54.54,645.92,657.92,42,0,0,2,生态城市建设为核心提供涵盖科研、规划、设计、咨询、检测、项目管理以及运营等全过程所需
1.0,224.1,6.0,6948.1,12.0,0.0,9.0,12.0,0.0,212.1,12.0,42.54,54.54,617.9,629.9,42,0,0,2,综合解决方案，逐步发展成为国内知名、领先的绿色建筑和生态城市综合技术服务提供商之一。
0.5,266.1,7.0,6990.1,12.0,0.0,9.0,12.0,0.0,254.1,6.0,70.62,76.62,575.9,587.9,8,0,0,2,2、金融证券板块
1.0,308.04,8.0,7032.04,12.0,0.0,9.0,12.0,0.0,296.04,12.0,70.56,82.56,533.96,545.96,38,0,0,2,公司金融证券板块的收入主要来源于公司控股子公司万和证券股份有限公司（以下简称
0.5,336.06,9.0,7060.06,12.0,0.0,9.0,12.0,0.0,324.06,6.0,42.54,318.54,505.94,517.94,44,0,0,2,“万和证券”）。万和证券成立于2002年1月18日，是业务全牌照、网点全覆盖、全产业链的
0.5,364.08,10.0,7088.08,12.0,0.0,9.0,12.0,0.0,352.08,6.0,42.54,525.54,477.92,489.92,44,0,0,2,综合类券商。经过多年的发展，截至2021年6月30日，万和证券共有74家分支机构，2家子
0.5,392.04,11.0,7116.04,12.0,0.0,9.0,12.0,0.0,380.04,6.0,42.54,156.54,449.96,461.96,42,0,0,2,公司，覆盖全国25个省、直辖市、自治区及计划单列市。除内地极少数省区外，万和证券在全
1.0,420.06,12.0,7144.06,12.0,0.0,9.0,12.0,0.0,408.06,12.0,42.54,54.54,421.94,433.94,42,0,0,2,国绝大多数省、市、自治区均设置了营业网点，形成了在全国范围内地域覆盖广、布局合理的业
1.0,448.08,13.0,7172.08,12.0,0.0,9.0,12.0,0.0,436.08,12.0,42.54,54.54,393.92,405.92,4,0,0,2,务格局。
0.5,490.08,14.0,7214.08,12.0,0.0,9.0,12.0,0.0,478.08,6.0,70.62,76.62,351.92,363.92,8,0,0,2,3、基金业务板块
1.0,532.08,15.0,7256.08,12.0,0.0,9.0,12.0,0.0,520.08,12.0,70.56,82.56,309.92,321.92,39,0,0,2,公司产业基金业务板块主要包括投资于深圳市远致富海投资管理有限公司和深圳市远致瑞
1.0,560.04,16.0,7284.04,12.0,0.0,9.0,12.0,0.0,548.04,12.0,42.54,54.54,281.96,293.96,42,0,0,2,信股权投资管理有限公司所设立的各项基金。其中，深圳市远致富海投资管理有限公司是公司于
0.5,588.06,17.0,7312.06,12.0,0.0,9.0,12.0,0.0,576.06,6.0,42.54,81.54,253.94,265.94,43,0,0,2,2013年主导组建，侧重并购，具有较为明确的战略整合导向；深圳市远致瑞信股权投资管理有
0.5,616.08,18.0,7340.08,12.0,0.0,9.0,12.0,0.0,604.08,6.0,42.54,168.54,225.92,237.92,43,0,0,2,限公司是公司于2017年主导组建，倾向于参股新兴产业，以获取投资收益为目的。公司设立的
0.5,644.04,19.0,7368.04,12.0,0.0,9.0,12.0,0.0,632.04,6.0,42.54,222.54,197.96,209.96,43,0,0,2,产业基金存续期以5年（或5+2年）为主，除专项基金外，一般以战略新兴产业和未来产业为主
0.5,672.06,20.0,7396.06,12.0,0.0,9.0,12.0,0.0,660.06,6.0,42.54,279.54,169.94,181.94,42,0,0,2,要方向。在基金运作上，公司母公司仅作为LP（有限合伙人）投资认购私募股权基金的份额，
0.5,700.08,21.0,7424.08,12.0,0.0,9.0,12.0,0.0,688.08,6.0,42.54,483.54,141.92,153.92,42,0,0,2,深圳市远致富海投资管理有限公司与深圳市远致瑞信股权投资管理有限公司将作为GP（普通合
1.0,728.1,22.0,7452.1,12.0,0.0,9.0,12.0,0.0,716.1,12.0,42.54,54.54,113.9,125.9,21,0,0,2,伙人）与基金管理人参与私募股权基金的运作。
0.5,770.1,23.0,7494.1,12.0,0.0,9.0,12.0,0.0,758.1,6.0,70.62,76.62,71.9,83.9,8,0,0,2,4、股权投资板块
0.5,790.83,24.0,7516.33,10.5,0.0,9.0,10.5,0.0,780.33,5.25,294.96,300.21,51.17,61.67,1,0,0,1,9
0.5,54.51,0.0,7622.01,10.5,0.0,10.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,84.06,1.0,7650.06,12.0,0.0,10.0,12.0,0.0,72.06,6.0,70.56,541.56,757.94,769.94,41,0,0,2,公司股权投资主要以金融、类金融产业，战略性新兴产业及未来产业为主。截至2021年6
0.5,112.08,2.0,7678.08,12.0,0.0,10.0,12.0,0.0,100.08,6.0,42.54,84.54,729.92,741.92,42,0,0,2,月30日，公司主要持有中国国际海运集装箱（集团）股份有限公司、深圳市振业（集团）股份
1.0,140.04,3.0,7706.04,12.0,0.0,10.0,12.0,0.0,128.04,12.0,42.54,54.54,701.96,713.96,42,0,0,2,有限公司、深圳中洲投资控股股份有限公司、国投资本股份有限公司、深圳市天健（集团）股份
1.0,168.06,4.0,7734.06,12.0,0.0,10.0,12.0,0.0,156.06,12.0,42.54,54.54,673.94,685.94,42,0,0,2,有限公司、深圳市科陆电子科技股份有限公司等上市公司股票；此外，公司还持有深圳市高新投
1.0,196.08,5.0,7762.08,12.0,0.0,10.0,12.0,0.0,184.08,12.0,42.54,54.54,645.92,657.92,29,0,0,2,集团有限公司、深圳市创新投资集团有限公司等非上市公司股权。
0.5,238.08,6.0,7804.08,12.0,0.0,10.0,12.0,0.0,226.08,6.0,70.62,76.62,603.92,615.92,13,0,0,2,5、电子行业新材料制造业务
1.0,280.08,7.0,7846.08,12.0,0.0,10.0,12.0,0.0,268.08,12.0,70.56,82.56,561.92,573.92,39,0,0,2,公司电子行业新材料制造业务的收入主要来自深圳市柳鑫实业股份有限公司（以下简称：
0.5,308.04,8.0,7874.04,12.0,0.0,10.0,12.0,0.0,296.04,6.0,42.54,240.54,533.96,545.96,43,0,0,2,柳鑫实业）。柳鑫实业成立于1996年，是国内一家集设计、研发、生产、销售、服务于一体的
0.5,336.06,9.0,7902.06,12.0,0.0,10.0,12.0,0.0,324.06,6.0,42.54,516.54,505.94,517.94,42,0,0,2,电子新材料企业。公司钻孔用盖、垫板产品种类齐全，可全方位满足市场需求。经过20多年的
1.0,364.08,10.0,7930.08,12.0,0.0,10.0,12.0,0.0,352.08,12.0,42.54,54.54,477.92,489.92,41,0,0,2,发展，公司先后组建了昆山柳鑫、湖南柳鑫和烟台柳鑫，实现了华南、华东、华北和华中四大
0.5,392.04,11.0,7958.04,12.0,0.0,10.0,12.0,0.0,380.04,6.0,42.54,75.54,449.96,461.96,43,0,0,2,PCB市场布局。产品远销欧美、日韩、东南亚等十几个国家以及香港、台湾地区，“柳鑫”品牌
0.5,420.06,12.0,7986.06,12.0,0.0,10.0,12.0,0.0,408.06,6.0,42.54,294.54,421.94,433.94,43,0,0,2,蜚声海内外。柳鑫坚持自主研发，现拥有148项发明专利，荣获“国家高新技术企业”评定，入
0.5,448.08,13.0,8014.08,12.0,0.0,10.0,12.0,0.0,436.08,6.0,42.54,495.54,393.92,405.92,45,0,0,2,选“CPCA百强企业”及“优秀民族品牌”。公司主导制订了2项CPCA行业标准和2项国家行业
1.0,476.1,14.0,8042.1,12.0,0.0,10.0,12.0,0.0,464.1,12.0,42.54,54.54,365.9,377.9,21,0,0,2,标准，已成为中国钻孔盖、垫板行业的领跑者。
0.5,518.1,15.0,8084.1,12.0,0.0,10.0,12.0,0.0,506.1,6.0,70.62,76.62,323.9,335.9,8,0,0,2,6、电力销售板块
1.0,560.04,16.0,8126.04,12.0,0.0,10.0,12.0,0.0,548.04,12.0,70.56,82.56,281.96,293.96,38,0,0,2,公司电力能源业务的收入主要来源于深圳市能源集团有限公司（以下简称：深圳能源集
0.5,588.06,17.0,8154.06,12.0,0.0,10.0,12.0,0.0,576.06,6.0,42.54,366.54,253.94,265.94,45,0,0,2,团）。深圳能源集团成立于1985年7月，注册资本为2.31亿元，经营范围主要为各种常规能源
1.0,616.08,18.0,8182.08,12.0,0.0,10.0,12.0,0.0,604.08,12.0,42.54,54.54,225.92,237.92,42,0,0,2,（电、热、煤、油和气）和新能源的开发、生产、购销。公司发电设备性能优良，运营符合环保
1.0,644.04,19.0,8210.04,12.0,0.0,10.0,12.0,0.0,632.04,12.0,42.54,54.54,197.96,209.96,42,0,0,2,政策要求，运行效率高，位于经济发达的售电市场-广东省，主要供应客户为广东电网有限责任
1.0,672.06,20.0,8238.06,12.0,0.0,10.0,12.0,0.0,660.06,12.0,42.54,54.54,169.94,181.94,3,0,0,2,公司。
0.5,714.06,21.0,8280.06,12.0,0.0,10.0,12.0,0.0,702.06,6.0,70.62,76.62,127.94,139.94,14,0,0,2,7、企业“孵化器”及相关业务
0.5,790.83,22.0,8358.33,10.5,0.0,10.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,10
0.5,54.51,0.0,8464.01,10.5,0.0,11.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,84.06,1.0,8492.06,12.0,0.0,11.0,12.0,0.0,72.06,12.0,70.56,82.56,757.94,769.94,38,0,0,2,公司企业“孵化器”业务的收入主要来源于子公司中国科技开发院有限公司（以下简称
0.5,112.08,2.0,8520.08,12.0,0.0,11.0,12.0,0.0,100.08,6.0,42.54,360.54,729.92,741.92,44,0,0,2,“中开院”）。中开院成立于2008年2月，注册资本2.6亿元。经营范围为高新技术项目的研
1.0,140.04,3.0,8548.04,12.0,0.0,11.0,12.0,0.0,128.04,12.0,42.54,54.54,701.96,713.96,42,0,0,2,发与投资、兴办科技企业孵化器、兴办高新技术产业实体、科技中介服务与培训等。目前随着业
1.0,168.06,4.0,8576.06,12.0,0.0,11.0,12.0,0.0,156.06,12.0,42.54,54.54,673.94,685.94,42,0,0,2,务的发展，中开院围绕孵化社区建设运营、企业孵化服务、早期创业投资三大核心业务领域，初
1.0,196.08,5.0,8604.08,12.0,0.0,11.0,12.0,0.0,184.08,12.0,42.54,54.54,645.92,657.92,43,0,0,2,步建立起以珠三角和长三角为核心的全国性孵化社区网络体系，孵化社区对外拓展业务初具规模。
0.5,238.08,6.0,8646.08,12.0,0.0,11.0,12.0,0.0,226.08,6.0,70.62,76.62,603.92,615.92,8,0,0,2,8、商品销售业务
1.0,280.08,7.0,8688.08,12.0,0.0,11.0,12.0,0.0,268.08,12.0,70.56,82.56,561.92,573.92,39,0,0,2,公司的商品销售业务收入主要来源于子公司六号基金。六号基金控股了深圳市汇进智能产
1.0,308.04,8.0,8716.04,12.0,0.0,11.0,12.0,0.0,296.04,12.0,42.54,54.54,533.96,545.96,42,0,0,2,业有限公司，该公司为出口型设计、工程开发、原材料采购、生产制造、物流及测试等服务的一
0.5,336.06,9.0,8744.06,12.0,0.0,11.0,12.0,0.0,324.06,6.0,42.54,366.54,505.94,517.94,43,0,0,2,站式电子设备制造服务提供商。公司拥有高度专业化的DFM能力，生产质量管理体系灵活严谨，
1.0,364.08,10.0,8772.08,12.0,0.0,11.0,12.0,0.0,352.08,12.0,42.54,384.54,477.92,489.92,42,0,0,2,主要生产产能集中于中国大陆地区，3家生产基地位于深圳，1家位于江西赣州，在建海外越南
0.5,392.04,11.0,8800.04,12.0,0.0,11.0,12.0,0.0,380.04,6.0,42.54,135.54,449.96,461.96,43,0,0,2,生产基地。公司75%以上的订单来自于欧美国际知名品牌客户，客户群体稳定，前十大客户都为
